0	0
103.94	3.63
112.57	9.85
106.2	13.04
107.66	17.05
108.57	23.08
107.7	26.85
110.93	33.92
98.33	33.86
96.43	38.96
99.58	44.33
98.01	49.94
97.96	54.3
94.98	59.35
89.54	60.39
69.48	52.36
78.49	63.56
83.77	72.82
76.97	74.33
74.33	76.97
73.48	84.53
102.58	126.67
100.51	138.34
83.32	123.53
125.81	193.73
68.5	114
51	88.33
51.5	89.2
52.84	95.33
64.92	127.41
100.87	226.56
98.07	231.05
89.95	234.33
61.19	188.31
55.4	193.21
46.79	202.67
37.21	191.42
26.58	189.14
20.07	190.95
6.21	88.78
4.66	88.88
3	85.95
3.14	89.95
1.61	91.99
1.68	95.99
-2.76	157.98
-10.95	156.62
-16.31	155.15
-21.02	149.53
-20.04	142.6
-22.06	139.26
-25.01	141.81
-24.66	139.84
-26.52	136.45
-24.61	126.63
-25.78	121.29
-25.78	121.29
-25.78	121.29
-27.89	120.82
-27.44	118.87
-30.48	122.26
-30.97	124.2
-33.91	126.54
-34.94	130.4
-37.49	130.73
-36.66	127.85
-38.3	125.28
-37.72	123.36
-39.86	122.69
-38.94	119.83
-41.02	119.14
-41.02	119.14
-41.67	121.03
-43.78	120.28
-43.78	120.28
-45.87	119.5
-45.51	118.56
-45.87	119.5
-47.2	116.83
-47.95	118.68
-49.23	115.98
-48.84	115.06
-51.66	116.02
-51.25	115.11
-52.83	113.29
-52.83	113.29
-51.98	111.48
-54.36	111.45
-53.48	109.65
-55.84	109.59
-56.29	110.48
-56.81	106.84
-57.75	108.6
-56.81	106.84
-58.66	105.83
-58.66	105.83
-60	103.92
-60.5	104.79
-62.32	103.72
-62.32	103.72
-63.06	100.92
-64.12	102.61
-65.9	101.48
-65.36	100.64
-65.98	97.83
-64.31	95.34
-65.96	94.2
-65.39	93.38
-67.01	92.23
-69.36	95.46
-71.01	94.24
-71.62	95.04
-72.03	92.2
-71.42	91.41
-73	90.15
-73.63	90.93
-75.85	90.39
-73.92	88.1
-76.1	87.55
-76.1	87.55
-76.95	85.46
-77.62	86.2
-78.43	84.11
-79.11	84.84
-80.58	83.44
-78.5	81.29
-82.02	82.02
-82.02	82.02
-82.72	79.89
-83.44	80.58
-84.84	79.11
-84.84	79.11
-86.2	77.62
-86.2	77.62
-85.46	76.95
-86.79	75.45
-88.3	76.76
-88.86	74.56
-88.86	74.56
-87.82	71.11
-88.59	71.74
-89.05	69.57
-89.05	69.57
-91.04	68.61
-95.84	72.22
-93.04	67.6
-88.18	64.07
-86.83	60.8
-82.73	57.93
-82.07	55.36
-78.84	51.2
-78.84	51.2
-79.72	49.81
-81.43	48.93
-76.09	42.18
-66.83	34.05
-61.63	28.74
-56.64	25.22
-57.07	24.23
-52.85	21.35
-47.61	18.28
-45.75	17.56
-49.8	18.13
-46.98	17.1
-48.22	16.6
-50.11	17.26
-50.41	16.38
-50.41	16.38
-53.55	16.37
-51.64	15.79
-52.87	15.16
-55.06	14.75
-50.23	13.46
-55.31	13.79
-55.31	13.79
-55.54	12.82
-53.59	12.37
-57.71	12.27
-54.78	11.64
-58.9	11.45
-54.97	10.69
-61.06	10.77
-58.27	9.23
-61.24	9.7
-59.42	8.35
-63.38	8.91
-62.53	7.68
-61.54	7.56
-59.67	6.27
-63.65	6.69
-64.75	5.67
-62.76	5.49
-59.85	4.19
-63.84	4.46
-63.91	3.35
-64.96	2.27
-66.96	2.34
-71.99	1.26
-69.99	1.22
-74	0
-71.99	-1.26
-72.99	-1.27
-73.95	-2.58
-76.95	-2.69
-76.89	-4.03
-78.81	-5.51
-78.81	-5.51
-79.7	-6.97
-80.69	-7.06
-81.55	-8.57
-86.35	-10.6
-84.94	-13.45
-81.19	-17.26
-73.74	-18.39
-74.59	-22.8
-83.21	-28.65
-86.82	-33.33
-92.05	-39.07
-96.97	-45.22
-104.23	-48.6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-163.12	-127.44
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-157.54	-168.94
-152.56	-169.44
-154.83	-178.11
-169.92	-209.83
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
137.22	-55.44
0	0
0	0
0	0
0	0
114.24	-20.14
118.83	-16.7
122.53	-10.72
101.86	-5.34
